platform,post_id,post_type,post_content,post_timestamp,likes,comments,shares,impressions,reach,engagement_rate,audience_age,audience_gender,audience_location,audience_interests,campaign_id,sentiment,influencer_id
LinkedIn,a6ef5aed-7450-4cea-b8d2-e136a762028a,Video,Doctor follow table or certainly.,09/20/2022 11:34:55,528,79,142,9950,4643,16.13,50,Other,United States Minor Outlying Islands,pressure,,,
Instagram,7cacbbbf-3371-4338-881b-ce31d9fdd91f,Video,Baby his for event operation drug director.,02/26/2022 08:08:02,445,167,75,5699,2651,25.91,46,Female,Korea,federal,,Positive,
Twitter,88b17684-f7e4-4bb3-963e-2541110f9f66,Video,Than player high ok perhaps local career.,11/15/2022 12:34:40,336,398,20,8542,4789,15.74,55,Other,Haiti,thing,,Neutral,
Twitter,cae45e1c-6971-4909-9ed9-bc40d88b171c,Link,Garden debate interesting pick improve as rock.,05/12/2022 19:41:03,355,320,114,1035,3421,23.06,35,Male,Botswana,nature,,,
Twitter,a8c349c5-7233-4ddc-b9d5-9e15eddfee8a,Image,They staff safe why.,02/22/2024 06:39:49,720,361,31,8275,1632,68.14,47,Other,Saint Martin,large,,Neutral,
Instagram,a6d4f283-9362-4f76-880c-8c8dc9749398,Video,Cause clearly school require that talk certainly.,11/13/2023 01:16:22,882,182,121,1033,2594,45.68,60,Female,Micronesia,treat,,Positive,
Facebook,e45c23a8-16fa-42d4-92e0-f8881bc91e69,Video,Usually treatment conference may manage wait body.,05/01/2021 15:08:38,970,0,185,9140,3685,31.34,62,Female,Northern Mariana Islands,truth,,Positive,
Twitter,bba846f8-e8e4-40d9-9fa8-634242289f14,Video,Any analysis shake southern parent score.,09/07/2021 01:14:41,128,34,133,7372,1783,16.55,29,Female,Italy,hope,,,
LinkedIn,f78c04c8-e216-4a2e-be58-7ac19994c2cc,Link,Oil decision so.,05/03/2023 00:35:00,944,115,179,7779,1378,89.84,18,Male,Cambodia,turn,,,
Facebook,803fae3b-d23a-4d2d-a15b-129d19b66d6f,Image,Because civil leader scientist.,07/11/2021 18:37:34,755,102,59,8204,1971,46.47,48,Female,Brazil,picture,,Positive,
Facebook,d4137999-e1a8-47e0-9ec0-b4520b729488,Video,Miss wall whose serious natural.,12/08/2021 14:40:00,838,336,135,1487,1591,82.28,30,Other,Andorra,event,,,
Twitter,7ed2e220-46f3-493f-be19-f0ba1521ed02,Video,Light accept decision grow air.,03/06/2024 15:51:17,905,442,191,2383,4279,35.94,65,Female,Ecuador,positive,,Positive,
Twitter,f630bfa8-f4e4-489c-916a-79ac27919342,Image,Speech player daughter design.,12/08/2023 12:43:15,810,473,69,1544,3738,36.17,41,Male,Christmas Island,light,1a54902e-36c1-41bb-9933-d60447837809,Neutral,
Twitter,e0268fe6-d486-4b2f-ad7f-2273ed98b71d,Link,Age exactly economy dream rate amount thank conference.,12/22/2022 16:22:49,750,159,100,1470,3134,32.2,31,Male,Russian Federation,name,f3ce7528-81fc-476d-9796-e3dae5cd9c43,,e052d5e6-25cd-43fb-b956-85eb7ebe5060
Facebook,aa8a9f01-8dc2-4b47-bebd-b0d094d081a5,Video,Now box between.,05/17/2022 15:53:27,196,449,98,2354,1643,45.22,52,Male,Peru,product,,,
Instagram,1b48dc0c-6f41-475d-99f4-80cc3f42383d,Link,Everything live buy tax surface.,10/20/2021 22:34:33,877,152,60,4417,3690,29.51,58,Other,Pitcairn Islands,treatment,,,
Instagram,7ce70a75-1edb-407f-b917-ada84dc2f3ce,Video,Modern yet arm man third.,07/14/2023 12:13:57,365,10,11,2060,4828,8.0,47,Male,Cuba,training,,,
LinkedIn,0646fb84-e3da-4c1f-93e5-01e7931a205a,Video,Nearly soldier half southern billion.,09/25/2023 07:48:45,609,477,110,2990,1684,71.02,28,Male,Comoros,yeah,,Neutral,
Instagram,0067c1a2-eea2-4389-a565-2d50c8c61bb5,Video,Gas couple few hospital head.,11/29/2023 01:46:18,139,168,81,9483,4074,9.52,30,Female,Saint Vincent and the Grenadines,for,45d8bf83-022d-485f-8f88-0f0e1bc08bc4,Positive,
Facebook,64a02c3c-c0ed-4b2d-83e7-8c0dcb295023,Image,System this world table evening.,11/26/2022 19:29:09,103,299,125,4135,2389,22.06,36,Other,Montserrat,security,,Neutral,
Facebook,d5689b61-ca33-4a30-a2a0-1f7a80faa1a1,Video,Single central between.,09/21/2023 01:45:25,783,338,21,2365,1889,60.46,43,Male,Yemen,onto,,,
LinkedIn,1ad2e51f-a87f-40bb-952b-10208ea2df2d,Video,Need lawyer at institution across.,02/24/2023 19:55:49,808,121,56,7033,2904,33.92,29,Male,Monaco,kid,,,
LinkedIn,83b8a284-2404-449b-b66f-e320a408cdf8,Image,Range fight certain main front like.,12/04/2023 16:40:08,920,143,139,2876,805,149.32,53,Other,Bhutan,shoulder,,,
Twitter,503d6b33-5efc-415c-900d-04330e6d83b0,Image,Safe effort event seven kid account.,07/17/2022 00:10:05,205,126,173,7798,1664,30.29,26,Female,Lithuania,truth,73119af7-277a-4082-a46d-f6e8ab7fc92d,Negative,
Facebook,ce9e75ed-783a-49ca-b83a-c21ac1112307,Video,Describe listen admit successful.,10/23/2022 02:46:14,308,356,14,8841,3120,21.73,34,Male,Dominica,avoid,,Negative,
Facebook,854dcd1e-e09c-4683-ba10-bd231140fff9,Video,End for wait since every city career sort.,07/29/2021 16:32:27,695,326,69,1349,1024,106.45,44,Female,Martinique,according,7d79bb09-7535-4fb8-8929-58c3156da29a,Neutral,01427c0a-feca-4a0a-9145-79cfab621d00
Facebook,a67e9ded-6f65-4891-8b30-f8e41f3019a2,Video,Hope war book religious training hot.,02/18/2023 23:59:43,915,255,8,1504,1837,64.13,36,Female,Libyan Arab Jamahiriya,husband,b781cbbc-49cd-4180-9e27-f79adb84f8c9,,
Twitter,c97d5e26-cf7c-47f7-a851-b8c780309826,Image,Price program finally more on dark relationship guess.,10/15/2021 10:51:04,122,165,153,4724,1782,24.69,46,Female,Bolivia,vote,bbd02883-cd9d-471d-a789-3359f002551e,Positive,
LinkedIn,a7d40196-8590-4790-8105-9254a2ec017f,Image,Fight deal share mind leave another.,12/23/2022 15:43:07,576,232,197,3247,3742,26.86,46,Male,Anguilla,in,,Neutral,
Instagram,5f766f01-3db5-4727-bcdf-613ee25bc1d6,Link,Manager defense feel.,07/17/2021 04:03:05,427,414,121,7233,3464,27.77,41,Male,Martinique,involve,,Neutral,
Instagram,c9e82878-96aa-4d24-a17f-1a724259f584,Link,Act choice series main none us consider.,05/12/2021 10:35:51,93,89,86,1298,1758,15.24,18,Other,Greenland,mother,,,
Twitter,0bdca731-8d02-4462-adeb-75e2432d109d,Image,Effect trouble radio nature southern.,12/04/2021 02:51:26,604,409,200,4767,1343,90.32,55,Female,New Caledonia,financial,,,
Twitter,6c3757ed-fefe-48ad-b8f8-53f0c7d4a1ac,Video,Yourself standard edge rule.,11/17/2023 17:52:33,400,351,195,9552,3451,27.41,26,Female,Seychelles,feel,,Neutral,
Facebook,69f491e0-9470-44a4-9b2b-c96870a04638,Link,Matter seven general what always poor.,03/27/2021 12:40:26,786,285,106,4373,3012,39.08,64,Female,Finland,risk,,Negative,
Facebook,64a591f9-8914-49fb-8d27-6496ade76e73,Video,Have focus front mother seek.,11/04/2022 23:58:04,333,155,153,2799,1046,61.28,26,Other,Egypt,season,,,
Instagram,54767b78-8f53-4a61-a784-5a860a342842,Link,Message they out can husband.,04/13/2022 05:39:34,613,363,51,9738,4160,24.69,62,Female,Norfolk Island,space,,,
Twitter,578e1c80-777c-4631-8c3e-1cb285f06766,Image,Safe kid million place.,04/12/2022 18:00:52,469,444,24,4370,715,131.05,57,Other,New Caledonia,land,,,
Twitter,1d20f111-7ba2-426f-869b-13099669087e,Image,Best I smile avoid purpose where.,12/21/2023 07:23:07,454,424,155,1890,990,104.34,24,Female,Saint Barthelemy,Republican,,Positive,
Facebook,80a7927b-ff6f-4f69-a8f1-bfef35452a08,Image,Physical school material company Mrs wide candidate.,02/17/2023 23:01:24,479,177,11,7839,3198,20.86,20,Male,Greece,line,,,
Twitter,e9f14a4c-1503-4e7f-88b9-39e41389e69f,Link,Start record ahead.,05/26/2022 23:59:57,53,169,115,4849,3774,8.93,61,Male,Chad,term,,,
Twitter,dc6b1692-0bd5-4d2b-adc4-ceb105decf8e,Link,Republican natural two likely really perhaps center.,01/19/2022 21:19:20,700,236,28,6206,2671,36.09,33,Female,Montserrat,now,,Negative,
Twitter,3685a5f0-184e-4c2c-b985-65a82390eb82,Link,Report middle window safe budget question instead.,12/31/2021 21:04:30,569,100,108,9612,526,147.72,51,Male,Swaziland,weight,,,
LinkedIn,f8d96fd4-c5c6-45f0-8b58-c585140d8841,Video,Finally yourself bill program.,04/03/2023 16:01:21,819,453,152,6076,1124,126.69,37,Male,Guatemala,shoulder,,Negative,
Instagram,5acdc337-fbe6-4710-8a98-7854fa3b844e,Video,Despite if similar hard protect wear.,03/01/2024 08:44:14,375,271,94,4539,4475,16.54,57,Female,Oman,section,,Neutral,
Instagram,3e51ffa9-6744-493b-9fc5-e19c4a5002cb,Link,Nice approach suffer attention enjoy listen.,04/19/2023 05:36:20,893,142,87,9602,1303,86.11,32,Male,Kazakhstan,conference,,Negative,
Twitter,32033680-ed34-4578-a2f3-eec13bb1da17,Link,Court building store hair.,04/07/2022 08:03:34,215,145,37,6750,2177,18.24,25,Other,Ukraine,money,,,
Facebook,4e94c5f4-3474-4127-ae22-4abee0a7bd9d,Video,News make religious.,10/11/2021 20:14:05,370,148,161,5971,4628,14.67,31,Other,Equatorial Guinea,outside,,,
Facebook,baab2720-7ffd-402e-9639-77662ec40a02,Image,Popular poor measure phone need when just.,06/22/2021 20:42:34,595,314,191,5253,2466,44.61,41,Male,Pitcairn Islands,she,7115ea9e-6872-4c17-b544-06cbe854dd48,Positive,
Twitter,22122de5-a4d7-481a-876d-c6c6da088812,Link,Dream office analysis street happen.,06/09/2021 10:43:25,702,294,35,5310,3616,28.51,58,Female,Hungary,officer,,,
Twitter,443efbd2-c8f0-42d0-867f-d0bff6ac4fb2,Image,Behind dog himself give support long.,06/18/2022 02:50:26,900,110,72,3750,3191,33.91,36,Female,Mauritania,pay,,,4097f7b3-f79a-4e80-97cd-375ca5e3b88a
Instagram,fa47d473-0ff1-4f80-9ee1-1493b500fa55,Image,But often election hospital concern.,05/10/2022 20:38:57,21,498,156,6956,3219,20.97,64,Female,Belgium,appear,,Neutral,
Twitter,0846766f-318e-474e-b8a8-aad365e0bcfe,Link,Interesting blue surface else.,03/23/2021 03:59:38,395,388,18,4827,1543,51.91,24,Female,Palestinian Territory,himself,b9cf3033-f3d8-411e-ab0c-87f2029277da,Neutral,
Facebook,9d213eaa-8228-4b57-bdc7-db64e3295163,Image,Difficult knowledge argue positive.,03/23/2022 06:16:21,923,354,108,9069,1990,69.6,33,Male,American Samoa,paper,ed235162-29b3-456c-a2db-cdda50544e6c,,
Twitter,bf5f5a98-da85-4379-83d3-60b86ba6ed51,Image,Such pay everyone financial.,05/26/2023 08:10:25,856,243,98,4530,4692,25.51,40,Other,Brunei Darussalam,far,,,
Twitter,11d0b5bf-8f63-49fa-aa16-96f9d3ea991f,Image,Dinner health stuff position notice.,12/14/2021 09:22:30,108,133,59,1471,4358,6.88,41,Female,Bhutan,American,,,
Facebook,2ba3c25a-af5c-4543-a5c8-f402f8b10f6c,Video,Expect course store night top.,04/14/2023 22:14:36,772,403,41,8319,1186,102.53,35,Male,United States Virgin Islands,suffer,,,
Twitter,412a20a6-cacf-4419-8f90-a5f5775fc777,Video,Between several in executive.,01/21/2024 03:00:25,477,336,153,9608,3535,27.33,51,Other,Kazakhstan,blue,b19ef7b9-6155-4917-825a-3425e38ca575,Neutral,
Facebook,ac6ff5aa-8691-4c42-a6df-8eaf49a2afac,Video,Opportunity old full represent want into scientist.,04/16/2022 01:34:44,172,90,24,6099,1692,16.9,61,Other,Cayman Islands,probably,,,
Twitter,5fb9da1c-b20f-4d98-87a6-d8c9fd3eb6c0,Link,Than course here hope trouble magazine.,10/08/2022 00:45:11,830,393,78,2080,4982,26.11,35,Other,Uruguay,operation,,Negative,
LinkedIn,8d48e287-2312-44b1-937d-e6e297e6f529,Image,Out wide both billion ahead each.,09/16/2023 07:19:32,495,56,83,3790,4104,15.45,49,Female,Maldives,enjoy,,,
Instagram,8510cf44-3a7e-4d4b-8c2f-16d4f593b82e,Image,Husband vote news myself.,11/21/2023 20:01:24,725,377,22,8399,2507,44.83,33,Male,Cameroon,thus,,,
Facebook,edbdbaab-bd6f-45e5-967f-69ad0297a20a,Link,When unit door final.,12/05/2021 09:54:08,734,435,112,5603,2972,43.1,19,Female,Germany,community,,Positive,
Instagram,1b6f4751-83f4-42e9-89e2-569fb36535ca,Link,Stuff surface marriage.,04/14/2023 15:17:51,231,72,186,5272,4844,10.09,52,Other,New Zealand,lawyer,813500ec-a502-45a9-bf72-b4d0c9f114aa,,
Instagram,d59a5b22-e976-4b58-a748-bcaeee446213,Video,Soon sport but upon bag news even.,05/28/2023 03:37:10,382,252,97,8075,1033,70.76,46,Male,Mali,it,,Positive,
Instagram,6b5b6eee-e099-4c7a-be86-089e1f19c814,Image,Stand high describe.,01/07/2024 11:26:33,676,0,114,1656,3576,22.09,60,Female,Cape Verde,choose,,,
LinkedIn,c1a0ae83-a239-42fd-9c5e-c03ebedd6b3c,Image,Move ahead including consumer positive show television.,06/23/2021 22:46:01,736,333,191,7746,2493,50.54,42,Other,Western Sahara,any,,,
LinkedIn,75696c11-d484-4473-b1e5-e10f6bebccb9,Link,Clearly cut back or man sell.,04/19/2021 01:14:20,237,45,16,5645,4489,6.64,38,Male,Netherlands Antilles,meet,,,
Facebook,2436655a-fd41-4892-a556-e4cdb9e8c2da,Image,Pretty together remember partner education.,03/18/2022 01:16:56,346,118,52,8356,2025,25.48,60,Other,New Caledonia,not,,Positive,
Twitter,0af30113-9514-4a31-a44f-a2a6880718d4,Image,Camera leader million ask anyone.,04/14/2023 15:12:54,849,39,178,3598,3633,29.34,26,Other,Liechtenstein,strong,,,
LinkedIn,f42a3789-f440-48bd-be64-df8a08be5a2a,Video,In future military western assume respond on box.,01/25/2022 05:06:12,194,269,27,7491,3907,12.54,37,Female,Yemen,human,50eee694-8d35-458c-92f8-2647cbecd50d,,
Instagram,fa0d23a6-104f-44e6-ba0e-f1684b3916bc,Video,Past save church.,08/12/2021 00:10:51,813,421,53,9371,3976,32.37,45,Male,Bangladesh,although,,Negative,434005e2-9222-49f1-9683-e6cac3b6b441
Instagram,0fc7a6ad-f9ce-4a40-9c6c-0973c9010402,Image,None data bed market despite rich.,12/16/2022 21:31:32,953,297,52,5785,3686,35.32,28,Male,Cuba,upon,,,336672d2-60c2-424f-aaf7-ec84efb173f7
Facebook,79752efe-a783-427c-b25d-e1150d0dee44,Link,Theory speech Democrat toward yeah.,07/02/2023 06:34:18,228,102,68,9616,3275,12.15,41,Male,Bermuda,general,,Negative,
Twitter,9e7edec4-ee43-4055-9664-d908d30f1c50,Video,Myself opportunity although.,03/16/2021 00:40:59,353,124,7,5831,2297,21.07,62,Other,Latvia,ready,,Neutral,
Twitter,0b735931-ae23-4ce1-9d8a-622fc7273b05,Video,Under again fight hand.,05/09/2023 00:00:50,731,369,45,2632,2698,42.44,30,Male,Vietnam,her,,Neutral,
Facebook,7e739b62-8156-4eab-961e-89c1b68a4889,Image,Bed perhaps foreign movie data international.,08/30/2021 07:02:23,523,431,98,6152,3244,32.43,53,Female,British Virgin Islands,administration,,Negative,
LinkedIn,a1894197-ee96-4f2f-929d-2aca8f521d8d,Image,Western economic talk.,06/16/2023 08:37:27,602,264,62,3797,1718,54.02,37,Female,Vanuatu,institution,4f303842-2e91-4947-a627-4ce6bd746b7b,,
LinkedIn,0c1a646f-3188-47f9-86c4-577739345d6e,Video,Major skin three reason such human.,12/23/2021 17:16:01,7,445,46,8934,1005,49.55,47,Other,Croatia,house,,Negative,
LinkedIn,0125d75f-d5cf-40a1-833e-774ee27559de,Link,Security large left learn.,12/07/2021 21:09:38,64,42,151,3633,2402,10.7,62,Male,Bolivia,research,,,
Instagram,5d0558e8-85f3-4665-a518-b7105e0f7662,Link,Degree animal send against owner less home house.,10/31/2022 20:38:59,973,288,83,3916,767,175.23,41,Female,Ukraine,strategy,f5624dec-6ba1-486a-8e3e-3a27a2c00907,Negative,
LinkedIn,c1b85e1a-bc3c-4931-8ead-b8fe20cbef90,Image,Reason feel happen cover then same.,09/24/2023 09:34:10,832,453,54,1997,1202,111.4,61,Female,Belize,yes,,Neutral,fb8ca52b-4762-4a0a-8664-ce4a25130567
LinkedIn,77e3491d-4192-413e-adad-28befa3aa7f5,Image,Child throughout senior available.,04/06/2022 14:23:48,727,319,28,3089,4117,26.09,65,Other,Rwanda,once,,,
Facebook,368ccc18-0a49-46a4-90a0-db04bc1b441d,Link,Dark food factor away lose.,09/29/2021 18:11:04,331,321,1,5395,3771,17.32,53,Male,Saint Helena,expect,,Negative,
LinkedIn,e20cdb61-4933-44a9-ace4-f59b49891806,Image,Under government report economic truth.,11/06/2022 13:23:48,261,230,11,3689,1872,26.82,59,Male,Bahamas,stand,,Neutral,
Twitter,24e15f5d-deb2-42f9-b845-ad0e99484340,Image,Apply door next thing drive.,05/26/2023 19:10:24,68,298,182,8600,3562,15.38,30,Male,Latvia,again,,,
Instagram,021c8d71-e1db-42ce-b1af-7115c5bffa6a,Link,Leader key other mother long.,04/09/2021 20:27:40,971,489,9,2837,3862,38.04,35,Female,Reunion,modern,,,
Twitter,7c793ab9-5163-44c1-80bc-bd02bc7b8f66,Image,Imagine Democrat hold area result pattern voice his.,10/23/2022 17:41:59,581,422,18,3930,830,123.01,50,Female,Nicaragua,seven,,,
Instagram,d18925b0-838f-49fd-a3b0-a3c9a8aba6a8,Image,Million despite military.,07/28/2022 22:23:10,716,470,119,1976,2889,45.17,39,Female,Netherlands,shoulder,,,
LinkedIn,eef867a8-68e7-4bcf-ab04-29decdec6abd,Image,Second in ever gun gas stop.,09/29/2022 00:19:19,574,142,11,6266,783,92.85,22,Female,Saint Vincent and the Grenadines,as,,,
Twitter,d1caaf47-ada6-4ff5-9cd9-b7e848af7df3,Link,Individual draw star blood Republican.,06/25/2023 12:18:44,78,78,108,1673,4815,5.48,30,Female,Georgia,produce,,Neutral,
LinkedIn,f8242283-2095-447c-9683-4a22340d20d2,Video,Enjoy structure ahead manager three majority.,09/12/2023 01:23:06,928,409,79,4345,4767,29.7,41,Male,Maldives,their,bb93a3a3-0483-4739-9d97-fdb983d0fafa,Neutral,
LinkedIn,972ba84a-9ab8-4cb2-909d-b170499a7e7d,Video,Commercial old relate play fear feel.,05/14/2021 05:24:55,37,168,198,5745,2159,18.67,58,Male,South Africa,use,,,
LinkedIn,a2eac9d9-5fb8-4d28-a90e-2824e1677cef,Image,Their over big also organization.,10/06/2021 07:16:04,648,303,88,3078,2439,42.6,40,Male,Haiti,brother,,Negative,
LinkedIn,ca31d896-1425-400c-8f51-afd746680df8,Video,Oil interview someone avoid relationship learn serious.,12/27/2021 14:14:10,407,195,122,5069,4850,14.93,53,Male,France,address,,Neutral,
Facebook,fd839329-993f-4902-864e-96d0827fd7c2,Video,Center article improve kid all though trial.,08/21/2021 22:18:38,227,244,174,1138,3482,18.52,21,Other,Sri Lanka,adult,,Negative,
Instagram,b004b494-807e-4c69-846b-1e8ef013b6e7,Image,Tax forget may song brother.,05/11/2022 02:08:50,877,410,112,8186,3226,43.37,53,Other,Maldives,easy,,Neutral,
Twitter,4108b01b-53d8-4ba6-b9b3-1bda22843cae,Image,Why teach consider develop to guess news step.,02/27/2022 20:16:09,740,352,186,3507,1209,105.71,62,Other,Afghanistan,oil,,,
Instagram,301873a6-1a4d-4236-81c5-836009d5bc09,Link,Food middle statement carry quite.,09/19/2021 19:24:16,86,323,87,8434,2729,18.18,42,Other,Qatar,continue,,Negative,
Twitter,56e8d03b-aa07-4857-bded-48b6d552581f,Link,Step your ever.,07/24/2022 07:27:59,316,243,152,7336,2670,26.63,46,Other,Iran,chair,4fba30cc-c015-4b89-8272-ae052fe5a42c,,
Facebook,37dee93e-dd1f-4278-bc72-c03354013766,Image,Direction enjoy shake director factor.,06/14/2023 16:39:44,660,212,176,3311,4978,21.05,30,Other,Kenya,turn,,,
Twitter,1b9aa312-1ebc-4fb2-8ac9-104738a30966,Link,Image and approach law.,12/24/2022 04:23:30,36,38,76,8726,4893,3.07,24,Female,Djibouti,drug,63901878-b04c-43c6-869a-d1a88818ea8a,,59714035-0530-4646-8250-ae29f03466f6
LinkedIn,6153f490-0389-46e0-ba6a-9e9ccccc368e,Image,Really change send learn choose another figure.,08/12/2022 14:09:54,962,243,60,9070,4413,28.67,42,Male,Zambia,employee,,Negative,
LinkedIn,6f1eb8be-2672-4dbe-8bf2-6e340e1ce807,Link,Move environmental life people inside arrive soldier treat.,06/28/2021 15:48:28,504,300,152,9412,3952,24.19,21,Female,Serbia,who,,,
LinkedIn,2f384dd6-2d7e-4389-9364-e6d3cc68e72e,Link,Machine knowledge house either fall.,11/04/2022 03:53:55,606,59,54,5817,3715,19.35,21,Female,Gabon,able,895d102f-b431-4362-8c45-fae4aa066cce,,
Instagram,775e17f5-b922-4ef7-9962-b580edcfd8a7,Link,Product include police agency consumer hard.,01/04/2024 09:26:32,631,152,142,1154,2863,32.31,29,Male,Afghanistan,enjoy,bdca9b4b-9167-4c83-a894-15b58da4ad07,Negative,
LinkedIn,9a112f24-4d41-4dfb-a702-1b6c630d2fd6,Link,Something feeling cold.,04/13/2023 06:15:05,838,44,140,7288,915,111.69,41,Male,Lithuania,hold,68d4e75c-a542-4a64-8077-910090eaaffa,,
LinkedIn,3f1a8fc8-6ab4-44ec-b6b8-9d0024052e6d,Link,As eat she he statement hospital tell affect.,08/16/2022 02:35:15,548,424,49,8136,1401,72.88,45,Male,Estonia,keep,,,
Facebook,62830c28-8dac-4435-873f-54b22128c323,Link,Possible play environment us explain half approach.,07/02/2021 23:02:45,225,432,87,8422,2301,32.33,41,Female,Mauritius,bank,,Positive,
Twitter,2633797b-20c8-4bf4-ad0f-31eaf83bc7df,Video,Under writer his national new start.,09/09/2022 09:20:31,555,354,197,8686,3796,29.14,54,Female,Falkland Islands (Malvinas),scene,,,5bf08cc2-df62-4d18-bf38-5c3e517af254
Twitter,d5ba5e3f-05b9-46db-908c-83673fbb5020,Link,Piece always pattern.,06/14/2021 17:50:55,25,388,181,4019,2202,26.98,32,Other,Western Sahara,the,,Positive,
Instagram,fa301855-6170-4ebb-8308-18afb289676b,Image,Hour appear recent majority word however father then.,11/08/2021 22:08:31,44,426,125,4391,4653,12.79,26,Other,Macao,American,,,ac608679-ced2-4164-892f-24a1fb5672b8
Facebook,f336365b-e537-43e8-a89e-9e2aa7dfbdac,Video,Skin beat none sort employee decade they.,03/03/2023 00:34:47,466,79,125,6127,2268,29.54,40,Female,Bouvet Island (Bouvetoya),remain,a36fccf8-cf49-4cff-ad70-6a8e3ef11ed2,Neutral,
Instagram,4342927a-2b2b-49bc-a74b-691f79b6de1a,Image,Wind activity huge hundred house.,08/11/2021 13:40:02,969,136,72,6664,4695,25.07,63,Female,Afghanistan,talk,,,
Instagram,c3c65c08-a9f0-45bd-bf5d-e5cc98e3588e,Image,Maybe life themselves hair interest.,06/18/2022 23:03:14,206,407,67,2149,1836,37.04,49,Male,Zambia,impact,210240b1-473d-42b6-bf99-31c099894a79,Positive,
Facebook,284f3688-5767-4d28-9cdf-cb483b35973b,Video,Instead yeah Congress collection wear.,10/06/2023 08:55:07,627,358,43,9008,1568,65.56,24,Female,Costa Rica,how,737afe40-bb38-419d-9863-6cba286c5b6f,Neutral,
Twitter,d6dc7048-eb22-4872-8cbb-dec2c78ae15c,Image,Candidate though hair movement share study.,08/08/2023 09:52:58,14,291,144,3737,2985,15.04,40,Other,Costa Rica,scene,,,
